Clade,Genus,Species,GenusFinal,SpeciesFinal,Specimen,Reference,Page,R L,L L,L,R L,L L,L,R L,L L,L,R L,L L,L,L Min Shaft W,R Min Shaft W,Min Shaft W,R Circ,L Circ,Circ,R L,L L,L,R L,L L,L,MC I L,MC II L,MC III L,MC IV L,MC V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,V-1 L,V-2 L,V-3 L,V-4 L,R L,L L,L,R Circ,L Circ,Circ,R Midshaft ML W,L Midshaft ML W,Midshaft ML W,R Midshaft AP L,L Shaft AP L,Shaft AP L,R L,L L,L,R L,L L,L,MT I L,MT II L,MT III L,MT IV L,MT V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,IV-4 L,IV-5 L,Entry 1,Entry 2,,,,,,,Total Entries,Fem Entries,Difference,
Ceratopsia,Leptoceratops,gracilis,Leptoceratops,gracilis,CMN 8889,Ostrom 1978,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,290,,,280,85,125,135,110,30,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,orig. abbreviation NMC,,,,,,8,1,7,
Ceratopsia,Leptoceratops,gracilis,Leptoceratops,gracilis,CMN 8889,Sternberg 1951,,,,,,,,,,,,,@,,,,,,,,,@,,,@,@,@,@,,@,,,,,,,,,,,,,,,,,,,@,,,,,,,,,,,,@,,,@,@,@,@,@,@,,,,,,,,,,,,,,,Andrew A. Farke,Christian Foth,,,,,,,15,1,14,
Ceratopsia,,,Leptoceratops,gracilis,CMN 8889,combined,,,,,,,,,,,,,245,,,33,,,95,,,193,,,162,35,50,45,,20,,,,,,,,,,,,,,,,,,,275,,,125,,,43,,,87,,,297,,,281,85,125,135,110,30,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,20,4,16,
Ceratopsia,Leptoceratops,gracilis,Leptoceratops,gracilis,PU 18133,Ostrom 1978,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257e,,,,,,,,,,,,385e,,,,100,156,181,142,41e,62,55e,54,38,60,44,40,30,,39,32,26e,20e,45e,Christian Foth,Fernando Racimo,,,,,,,20,1,19,
Ceratopsia,Microceratops,gobiensis,Microceratops,gobiensis,holotype,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,2,2,0,
Ceratopsia,Microceratops,gobiensis,Microceratops,gobiensis,holotype,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,2,2,0,
Ceratopsia,,,Microceratops,gobiensis,holotype,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,2,2,0,
Ceratopsia,Microceratops,,Microceratops,gobiensis,ZPAL MgD-I/156,Adams 1991,5,,,,,,,,,,,,86,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Christian Foth,,,,,,,2,0,2,
Ceratopsia,Leptoceratops,,Montanoceratops,cerorhynchus,AMNH 5464,Brown and Schlaikjer 1940,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Bruce D. Woollatt,Ville-Veikko Sinkkonen,Jay M. Fitzsimmons,,,,,2,1,1,
Ceratopsia,Montanoceratops,,Montanoceratops,cerorhynchus,AMNH 5464,Chinnery 2004b,supplemental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,319,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Mathew J. Wedel,museum abbreviation changed from MOR to AMNH,,,,,,2,0,2,
Ceratopsia,Montanoceratops,cerorhynchus,Montanoceratops,cerorhynchus,AMNH 5464,Ostrom 1978,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,,,,,,,,,355,,,318,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,,,,,,,3,1,2,
Ceratopsia,Montanoceratops,cerorhynchus,Montanoceratops,cerorhynchus,AMNH 5464,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.5,,,138,,,52.4,,,25.9,,,321,,,315,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,6,4,2,
Ceratopsia,Leptoceratops,cerorhynchus,Montanoceratops,cerorhynchus,AMNH 5464,Brown and Schlaikjer 1942,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,,,,,,,,,355,,,318,,,,,,,- / 56,,,,,- / 33,,- / 68,,,,,- / 61,Christian Foth,Andrew A. Farke,,,,,,,7,1,6,
Ceratopsia,,,Montanoceratops,cerorhynchus,AMNH 5464,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,138,,,52,,,26,,,347,,,318,,,,,,,56,,,,,33,,68,,,,,61,Robert J. Taylor,,,,,,,,10,4,6,
Ceratopsia,Montanoceratops,,Montanoceratops,cerorhynchus,MOR 542,Chinnery 2004b,supplemental,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,237,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Mathew J. Wedel,,,,,,,3,0,3,
Ceratopsia,Montanoceratops,cerorhynchus,Montanoceratops,cerorhynchus,MOR 542,Chinnery & Weishampel 1998,573,,,117,,,219,,,,,,,,,,,,,,,,,,,34,41.4,39.3,27.4,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,239,,109.7,118,,,,,,,,,,,,,,,,,Robert J. Taylor,Mauricio Molina,Christian Foth,,,,,,11,0,11,
Ceratopsia,,,Montanoceratops,cerorhynchus,MOR 542,combined,,,,117,,,218,,,,,,,,,,,,,,,,,,,34,41,39,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,238,,110,118,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,11,0,11,
Ceratopsia,Montanoceratops,cerorhynchus,Montanoceratops,cerorhynchus,TMP 82.11.1,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,27,,,258,,,,,103.1,114.4,114.3,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,6,2,4,
Ceratopsia,Pachyrhinosaurus,canadensis,Pachyrhinosaurus,canadensis,CMN 10641,Langston 1975,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930+e,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Robert J. Taylor,,,,,,,2,2,0,
Ceratopsia,Pachyrhinosaurus,canadensis,Pachyrhinosaurus,canadensis,CMN 9583,Langston 1975,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700+e,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Robert J. Taylor,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 2002.29.02,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.109,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.119,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.120,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.161,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.169,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.169,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.169,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.186,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.199,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.200,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.200,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.200,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.216,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.246,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,1,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.264,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.43,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.49,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.58,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.63,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,1,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.73,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.74,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.88,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 86.55.96,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.114,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,1,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.176,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.182,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.192,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.200,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.21,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.218,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.225,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,1,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.225,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,103,,,38.3,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.225,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,,103,,,38,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.226,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,1,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.236,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.256,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.263,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.265,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.276,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.307,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,1,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.307,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,137,,,55.7,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.307,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,137,,,56,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.325,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.325,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.325,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.39,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,150,,,47.7,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.5,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,1,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.5,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,105,,,39.3,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.5,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,105,,,39,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.57,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,,,264,,,106.5,,,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.71,Tumarkin-Deratzian 2009,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 87.55.89,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
Ceratopsia,Pachyrhinosaurus,lakustai,Pachyrhinosaurus,lakustai,TMP 88.55.110,Tumarkin-Deratzian 2009,1493,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,Andrew A. Farke,,,,,,,1,0,1,
